start_date,end_date,current_flag,dataset_row_id,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude
04:07.7,,TRUE,5611190,9750919,HX401241,8/22/14 20:45,045XX S FAIRFIELD AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,922,9,12,58,20,1158756,1874437,2014,8/29/14 12:36,41.81118747,-87.6932155
04:07.7,,TRUE,5611191,9751451,HX401481,8/25/14 2:00,042XX W CORTEZ ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1111,11,37,23,08A,1147643,1906615,2014,9/1/14 12:37,41.8997079,-87.73315266
04:07.7,,TRUE,5611193,9752015,HX402157,8/25/14 13:00,026XX W THOMAS ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1211,12,1,24,5,1158430,1907253,2014,9/1/14 12:37,41.90124471,-87.69351432
04:07.7,,TRUE,5611197,9750693,HX401002,8/24/14 19:47,024XX W 79TH ST,460,BATTERY,SIMPLE,RESTAURANT,TRUE,FALSE,835,8,18,70,08B,1161474,1852129,2014,8/31/14 12:37,41.74991528,-87.68386403
04:07.7,,TRUE,5611198,9749198,HX398974,8/22/14 10:00,003XX W 35TH ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,915,9,11,34,6,1174473,1881700,2014,8/29/14 12:36,41.83078208,-87.6353504
04:07.7,,TRUE,5611200,9750788,HX401149,8/24/14 21:00,016XX N LAKE SHORE DR,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,1814,18,43,7,08B,1176645,1911042,2014,8/31/14 12:37,41.91124962,-87.62649478
04:07.7,,TRUE,5611202,9757844,HX404764,8/24/14 3:59,052XX S FAIRFIELD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,923,9,14,63,26,1158893,1869612,2014,8/31/14 12:37,41.79794424,-87.69284487
04:07.7,,TRUE,5611203,9752052,HX402316,8/24/14 20:00,046XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,821,8,14,58,14,1155442,1873794,2014,8/31/14 12:37,41.80949009,-87.70538834
04:07.7,,TRUE,5611205,9748611,HX397498,8/22/14 2:00,037XX S INDIANA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,212,2,3,35,04A,1178169,1880468,2014,8/29/14 12:36,41.82731817,-87.62182715
04:07.7,,TRUE,5611206,9750300,HX400453,8/24/14 11:10,0000X E ROOSEVELT RD,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,131,1,2,33,08A,1176915,1895035,2014,8/31/14 12:37,41.86731948,-87.62598765
04:07.7,,TRUE,5611207,9747560,HX397439,8/22/14 0:30,026XX N ELSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1432,14,1,22,08B,1160777,1917685,2014,8/29/14 12:36,41.92982252,-87.68460372
04:07.7,,TRUE,5611208,9748476,HX397878,8/22/14 12:00,071XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,733,7,17,68,08B,1171253,1857361,2014,8/29/14 12:36,41.76406441,-87.64787677
04:07.7,,TRUE,5611209,9749981,HX400108,8/23/14 22:00,024XX W LEXINGTON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1135,11,2,28,7,1160055,1896667,2014,8/30/14 12:36,41.87216238,-87.68783802
04:07.7,,TRUE,5611210,9758605,HX408301,8/2/14 10:00,056XX S ABERDEEN ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,FALSE,FALSE,712,7,16,68,26,1169983,1867477,2014,8/31/14 12:37,41.79185161,-87.65223795
04:07.7,,TRUE,5611211,9750961,HX401264,8/24/14 21:09,016XX S MICHIGAN AVE,440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,SIDEWALK,FALSE,FALSE,131,1,2,33,08B,1177451,1892070,2014,8/31/14 12:37,41.85917119,-87.62410986
04:07.7,,TRUE,5611212,9750527,HX400770,8/24/14 16:12,028XX W FIFTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1124,11,2,27,18,1157455,1899750,2014,8/31/14 12:37,41.88067569,-87.69729988
04:07.7,,TRUE,5611214,9748630,HX398286,8/22/14 14:00,069XX S VERNON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,322,3,6,69,08B,1180416,1858770,2014,8/29/14 12:36,41.76772557,-87.61424925
04:07.7,,TRUE,5611215,9750713,HX401004,8/24/14 15:30,011XX E 46TH ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,222,2,4,39,5,1184624,1874778,2014,8/31/14 12:37,41.81155528,-87.5983236
04:07.7,,TRUE,5611216,9748356,HX397974,8/22/14 13:25,016XX N MASON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2531,25,29,25,18,1136464,1910182,2014,8/29/14 12:36,41.90970346,-87.77412837
04:07.7,,TRUE,5611217,9749473,HX399307,8/22/14 8:00,057XX S BISHOP ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,713,7,16,67,08A,1167684,1866714,2014,8/29/14 12:36,41.78980752,-87.66068986
04:07.7,,TRUE,5611218,9751019,HX401410,8/25/14 4:12,052XX W MADISON ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,PARKING LOT/GARAGE(NON.RESID.),TRUE,TRUE,1522,15,28,25,26,1141668,1899567,2014,9/1/14 12:37,41.88047994,-87.75527353
04:07.7,,TRUE,5611219,9751024,HX401400,8/25/14 3:55,043XX N KEDVALE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,TRUE,TRUE,1722,17,45,16,26,1148025,1928707,2014,9/1/14 12:37,41.960323,-87.73117968
04:07.7,,TRUE,5611220,9748953,HX398636,8/22/14 21:30,051XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,934,9,16,61,14,1170470,1870969,2014,8/29/14 12:36,41.80142344,-87.65035048
04:07.7,,TRUE,5611222,9751482,HX401435,8/25/14 6:00,020XX W 48TH ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,931,9,12,61,08A,1163776,1872873,2014,9/1/14 12:37,41.80679159,-87.67484639
04:07.7,,TRUE,5611223,9749772,HX399730,8/23/14 18:20,025XX S SAWYER AVE,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,1024,10,22,30,08A,1155069,1886669,2014,8/30/14 12:36,41.84482819,-87.70641185
04:07.7,,TRUE,5611224,9750012,HX400049,8/24/14 0:42,036XX S LAKE PARK AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,212,2,4,36,04A,1182305,1881214,2014,8/31/14 12:37,41.82927025,-87.60662981
04:07.7,,TRUE,5611225,9749670,HX399659,8/23/14 0:30,0000X W HUBBARD ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1176006,1903350,2014,8/30/14 12:36,41.89015683,-87.6290742
04:07.7,,TRUE,5611226,9751870,HX401954,8/25/14 13:00,028XX S SPAULDING AVE,1170,DECEPTIVE PRACTICE,IMPERSONATION,SIDEWALK,FALSE,FALSE,1032,10,22,30,11,1154783,1885091,2014,9/1/14 12:37,41.84050369,-87.70750363
04:07.7,,TRUE,5611228,9751575,HX401796,8/25/14 11:15,028XX W MONROE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1124,11,2,27,18,1157544,1899522,2014,9/1/14 12:37,41.88004823,-87.69697928
04:07.7,,TRUE,5611230,9750415,HX400648,8/24/14 13:10,012XX N KEELER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2534,25,37,23,08B,1148119,1907702,2014,8/31/14 12:37,41.90268159,-87.73137627
04:07.7,,TRUE,5611231,9747690,HX397575,8/22/14 7:45,002XX S SACRAMENTO BLVD,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,OTHER,FALSE,FALSE,1124,11,28,27,26,1156380,1898836,2014,8/29/14 12:36,41.87818938,-87.70127191
04:07.7,,TRUE,5611232,9749075,HX398838,8/23/14 2:00,018XX S CLARK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,131,1,25,34,08B,1175750,1891517,2014,8/30/14 12:36,41.85769211,-87.63037024
04:07.7,,TRUE,5611233,9750268,HX400443,8/23/14 14:00,044XX S CALUMET AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,215,2,3,38,14,1179219,1875485,2014,8/30/14 12:36,41.81362049,-87.61812707
04:07.7,,TRUE,5611234,9748292,HX397964,8/22/14 5:15,014XX N CICERO AVE,820,THEFT,$500 AND UNDER,WAREHOUSE,FALSE,FALSE,2533,25,37,25,6,1144159,1908946,2014,8/29/14 12:36,41.90617059,-87.74589092
04:07.7,,TRUE,5611235,9749204,HX399015,8/22/14 14:00,002XX W MERCHANDISE MART PLZ,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,1831,18,42,8,11,1174406,1902578,2014,8/29/14 12:36,41.8880743,-87.63497315
04:07.7,,TRUE,5611236,9751441,HX401675,8/24/14 20:00,025XX W WASHINGTON BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1222,12,2,28,7,1159625,1900645,2014,8/31/14 12:37,41.88308725,-87.68930715
04:07.7,,TRUE,5611237,9751207,HX401554,8/24/14 11:05,027XX N CLARK ST,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,1935,19,43,7,6,1171549,1918726,2014,8/31/14 12:37,41.9324486,-87.64498903
04:07.7,,TRUE,5611238,9750868,HX401289,8/25/14 0:20,044XX W 63RD ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,813,8,13,65,24,1147756,1862496,2014,9/1/14 12:37,41.77863725,-87.7338686
04:07.7,,TRUE,5611239,9748728,HX398011,8/22/14 12:30,033XX W BELMONT AVE,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,FALSE,FALSE,1733,17,35,21,6,1153774,1921128,2014,8/29/14 12:36,41.93941289,-87.71024601
04:07.7,,TRUE,5611240,9748666,HX398397,8/22/14 18:15,064XX S DR MARTIN LUTHER KING JR DR,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,TRUE,FALSE,312,3,20,69,26,1179984,1862525,2014,8/29/14 12:36,41.77803957,-87.61571786
04:07.7,,TRUE,5611241,9749945,HX400071,8/23/14 22:30,055XX S KENNETH AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,813,8,13,62,26,1147607,1867262,2014,8/30/14 12:36,41.79171878,-87.73429312
04:07.7,,TRUE,5611243,9753749,HX402463,8/25/14 20:24,041XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,213,2,3,38,14,1179506,1877515,2014,9/1/14 12:37,41.81918442,-87.61701227
04:07.7,,TRUE,5611244,9749158,HX398977,8/22/14 4:00,015XX E 62ND ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,FALSE,314,3,5,42,26,1187598,1864320,2014,8/29/14 12:36,41.78278745,-87.58774799
04:07.7,,TRUE,5611246,9747885,HX397631,8/22/14 7:30,008XX S KEDZIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,1134,11,24,27,26,1155208,1895941,2014,8/29/14 12:36,41.87026881,-87.70565298
04:07.7,,TRUE,5611247,9748977,HX398728,8/22/14 23:40,0000X N HAMLIN BLVD,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,TRUE,FALSE,1122,11,28,26,04A,1151025,1899825,2014,8/29/14 12:36,41.88100984,-87.72090846
04:07.7,,TRUE,5611248,9751344,HX401621,8/25/14 9:30,012XX S KOLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1011,10,24,29,14,1147615,1894192,2014,9/1/14 12:37,41.86561831,-87.73357439
04:07.7,,TRUE,5611249,9750757,HX401062,8/23/14 15:30,062XX S WHIPPLE ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,823,8,15,66,6,1157079,1863209,2014,8/30/14 12:36,41.7804104,-87.69967023
04:07.7,,TRUE,5611250,9751842,HX401950,8/25/14 12:40,012XX W 59TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,713,7,16,67,14,1168781,1865687,2014,9/1/14 12:37,41.78696569,-87.65669713
04:07.7,,TRUE,5611251,9750712,HX400973,8/24/14 19:03,033XX S INDIANA AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,211,2,3,35,6,1178111,1882860,2014,8/31/14 12:37,41.83388332,-87.62196727
04:07.7,,TRUE,5611252,9750053,HX399998,8/23/14 23:44,041XX W WASHINGTON BLVD,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,FALSE,FALSE,1114,11,28,26,3,1148833,1900212,2014,8/30/14 12:36,41.88211445,-87.7289474
04:07.7,,TRUE,5611253,9750957,HX401322,8/25/14 1:15,014XX W 78TH ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,612,6,17,71,6,1168050,1852983,2014,9/1/14 12:37,41.75212003,-87.65974217
04:07.7,,TRUE,5611254,9751007,HX401403,8/24/14 10:00,026XX S TROY ST,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1033,10,12,30,6,1155754,1886042,2014,8/31/14 12:37,41.84309388,-87.70391484
04:07.7,,TRUE,5611255,9752388,HX402624,8/25/14 9:00,062XX W GRAND AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,2512,25,29,19,26,1134229,1914609,2014,9/1/14 12:37,41.92189137,-87.78223446
04:07.7,,TRUE,5611256,9754432,HX404341,8/24/14 23:00,039XX N RECREATION DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1925,19,46,6,7,1171797,1926840,2014,8/31/14 12:37,41.95470824,-87.64383781
04:07.7,,TRUE,5611257,9753056,HX403095,8/25/14 16:00,023XX S TROY ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1033,10,24,30,6,1155690,1888215,2014,9/1/14 12:37,41.84905813,-87.70409128
04:07.7,,TRUE,5611258,9750767,HX401035,8/24/14 18:45,024XX N GREENVIEW AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1932,19,32,7,5,1165955,1916295,2014,8/31/14 12:37,41.9258992,-87.66561579
04:07.7,,TRUE,5611259,9749039,HX398770,8/23/14 0:30,032XX N HALSTED ST,460,BATTERY,SIMPLE,BAR OR TAVERN,TRUE,FALSE,1924,19,44,6,08B,1170320,1921566,2014,8/30/14 12:36,41.94026867,-87.64942216
04:07.7,,TRUE,5611260,9751486,HX401727,8/25/14 11:00,036XX W FULLERTON AVE,880,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,2524,25,35,22,6,1151943,1915757,2014,9/1/14 12:37,41.92471075,-87.71711737
04:07.7,,TRUE,5611261,9749114,HX398885,8/23/14 3:08,0000X E CHICAGO AVE,460,BATTERY,SIMPLE,RESTAURANT,TRUE,FALSE,1833,18,42,8,08B,1176344,1905771,2014,8/30/14 12:36,41.89679256,-87.62775981
04:07.7,,TRUE,5611262,9751070,HX401448,8/24/14 10:00,050XX S ELIZABETH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,FALSE,FALSE,933,9,16,61,7,1168887,1871247,2014,8/31/14 12:37,41.80222068,-87.65614788
04:07.7,,TRUE,5611263,9749710,HX399478,8/23/14 14:55,062XX S HERMITAGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,714,7,15,67,08B,1165784,1863512,2014,8/30/14 12:36,41.78106141,-87.6677475
04:07.7,,TRUE,5611264,9750833,HX401203,8/24/14 17:00,071XX S ROCKWELL ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,832,8,18,66,5,1160320,1857064,2014,8/31/14 12:37,41.76348149,-87.68795715
04:07.7,,TRUE,5611265,9748591,HX398238,8/22/14 17:05,027XX W ADAMS ST,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,FALSE,FALSE,1125,11,2,27,17,1157878,1898866,2014,8/29/14 12:36,41.8782413,-87.69577077
04:07.7,,TRUE,5611266,9750025,HX400153,8/24/14 2:50,024XX S TRUMBULL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,1024,10,22,30,14,1153724,1887243,2014,8/31/14 12:37,41.84643015,-87.71133258
04:07.7,,TRUE,5611268,9748998,HX398780,8/23/14 0:55,046XX S TALMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,922,9,12,58,08B,1159446,1873613,2014,8/30/14 12:36,41.80891218,-87.69070721
04:07.7,,TRUE,5611269,9751043,HX401430,8/24/14 22:00,087XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2222,22,21,71,14,1171541,1846888,2014,8/31/14 12:37,41.73531882,-87.64712732
04:07.7,,TRUE,5611270,9752195,HX402425,8/25/14 19:56,087XX S EXCHANGE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,423,4,10,46,5,1197243,1847529,2014,9/1/14 12:37,41.73647686,-87.55294568
04:07.7,,TRUE,5611271,9752092,HX401969,8/25/14 12:45,052XX S GREEN ST,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,934,9,3,61,6,1171485,1870102,2014,9/1/14 12:37,41.79902211,-87.64665351
04:07.7,,TRUE,5611272,9748786,HX398467,8/22/14 18:50,029XX W HARRISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1135,11,2,27,08B,1156972,1897269,2014,8/29/14 12:36,41.87387739,-87.69914073
04:07.7,,TRUE,5611273,9750806,HX401151,8/24/14 21:05,047XX N WESTERN AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,TRUE,FALSE,1911,19,47,4,18,1159465,1931635,2014,8/31/14 12:37,41.96812928,-87.68903962
04:07.7,,TRUE,5611274,9756342,HX405857,8/2/14 12:00,025XX N NARRAGANSETT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,2512,25,36,19,11,1133277,1916218,2014,8/29/14 12:36,41.9263234,-87.78569468
04:07.7,,TRUE,5611275,9749365,HX399120,8/22/14 21:00,033XX W 62ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,823,8,15,66,14,1155189,1863358,2014,8/29/14 12:36,41.78085729,-87.70659537
04:07.7,,TRUE,5611276,9751027,HX401422,8/24/14 23:30,0000X E CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,1833,18,42,8,14,1176819,1905704,2014,8/31/14 12:37,41.89659797,-87.62601726
04:07.7,,TRUE,5611277,9750847,HX401182,8/24/14 22:08,029XX E 87TH ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,423,4,10,46,18,1197372,1847894,2014,8/31/14 12:37,41.73747524,-87.55246094
04:07.7,,TRUE,5611279,9749839,HX399904,8/23/14 21:00,013XX N PAULINA ST,810,THEFT,OVER $500,ALLEY,FALSE,FALSE,1433,14,1,24,6,1164861,1908903,2014,8/30/14 12:36,41.90563838,-87.66984582
04:07.7,,TRUE,5611280,9748757,HX398499,8/22/14 19:00,065XX S MARYLAND AVE,3100,PUBLIC PEACE VIOLATION,MOB ACTION,STREET,TRUE,FALSE,321,3,20,42,24,1182974,1862028,2014,8/29/14 12:36,41.77660677,-87.60477197
04:07.7,,TRUE,5611281,9747663,HX397520,8/22/14 4:55,072XX S MAPLEWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,832,8,18,66,08B,1160676,1856264,2014,8/29/14 12:36,41.76127883,-87.68667437
04:07.7,,TRUE,5611282,9751915,HX402047,8/25/14 14:40,013XX N MASSASOIT AVE,890,THEFT,FROM BUILDING,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,2531,25,29,25,6,1137725,1908432,2014,9/1/14 12:37,41.90487859,-87.76953817
04:07.7,,TRUE,5611283,9750161,HX400250,8/24/14 5:00,005XX W ROOT ST,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,925,9,11,61,5,1173509,1877444,2014,8/31/14 12:37,41.81912467,-87.63901354
04:07.7,,TRUE,5611284,9749914,HX399941,8/23/14 22:10,054XX S HYDE PARK BLVD,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,234,2,5,41,08B,1188536,1869557,2014,8/30/14 12:36,41.7971358,-87.58414174
04:07.7,,TRUE,5611285,9750715,HX400999,8/24/14 17:20,034XX S INDIANA AVE,880,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,211,2,3,35,6,1178127,1882132,2014,8/31/14 12:37,41.83188527,-87.62193068
04:07.7,,TRUE,5611286,9752171,HX402392,8/25/14 19:15,009XX N LEAMINGTON AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,FALSE,FALSE,1531,15,37,25,3,1141898,1905606,2014,9/1/14 12:37,41.89704744,-87.75427934
04:07.7,,TRUE,5611287,9750857,HX401276,8/24/14 23:30,026XX E 79TH ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,421,4,7,43,18,1195487,1853147,2014,8/31/14 12:37,41.75193662,-87.55919378
04:07.7,,TRUE,5611288,9749151,HX398960,8/23/14 4:54,068XX S WOLCOTT AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,726,7,17,67,26,1164824,1859438,2014,8/30/14 12:36,41.76990215,-87.67138204
04:07.7,,TRUE,5611290,9748557,HX398202,8/22/14 15:00,071XX S RHODES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,323,3,6,69,26,1181181,1857834,2014,8/29/14 12:36,41.76513951,-87.611474
04:07.7,,TRUE,5611291,9749323,HX399179,8/22/14 19:00,033XX S LITUANICA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,913,9,11,60,14,1170818,1882519,2014,8/29/14 12:36,41.8331102,-87.64873677
04:07.7,,TRUE,5611292,9750549,HX400875,8/24/14 17:00,009XX W FLETCHER ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1933,19,44,6,6,1169582,1921049,2014,8/31/14 12:37,41.93886612,-87.65214964
04:07.7,,TRUE,5611293,9750011,HX400133,8/24/14 2:00,050XX S ROCKWELL ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,923,9,14,63,08B,1159845,1871301,2014,8/31/14 12:37,41.80255956,-87.6893073
04:07.7,,TRUE,5611294,9752098,HX402343,8/25/14 19:05,069XX S STATE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,322,3,6,69,18,1177533,1859212,2014,9/1/14 12:37,41.76900413,-87.62480331
04:07.7,,TRUE,5611295,9750403,HX400545,8/24/14 9:50,035XX N CENTRAL AVE,810,THEFT,OVER $500,OTHER,FALSE,FALSE,1633,16,38,15,6,1138432,1923117,2014,8/31/14 12:37,41.94516307,-87.76658457
04:07.7,,TRUE,5611297,9749859,HX399925,8/23/14 22:03,011XX N LOCKWOOD AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,TRUE,FALSE,1524,15,37,25,24,1140767,1907416,2014,8/30/14 12:36,41.90203516,-87.75838884
04:07.7,,TRUE,5611298,9753395,HX403310,8/22/14 13:00,018XX W BELMONT AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1922,19,32,5,7,1163353,1921312,2014,8/29/14 12:36,41.93972135,-87.67503528
04:07.7,,TRUE,5611299,9750461,HX400628,8/24/14 13:36,052XX W BARRY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,2514,25,30,19,26,1140857,1920148,2014,8/31/14 12:37,41.93697149,-87.75774436
04:07.7,,TRUE,5611300,9748975,HX398598,8/22/14 21:30,078XX S AVALON AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,411,4,8,45,08B,1185952,1853063,2014,8/29/14 12:36,41.75193623,-87.59413734
04:07.7,,TRUE,5611301,9751557,HX401591,8/25/14 8:23,015XX N LEAVITT ST,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1424,14,1,24,5,1161414,1910262,2014,9/1/14 12:37,41.90944004,-87.68246995
04:07.7,,TRUE,5611302,9752004,HX401716,8/25/14 10:08,061XX S LANGLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VACANT LOT/LAND,FALSE,TRUE,313,3,20,42,08B,1181908,1864596,2014,9/1/14 12:37,41.78367832,-87.60860049
04:07.7,,TRUE,5611303,9749384,HX399087,8/22/14 9:00,045XX W JACKSON BLVD,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,1113,11,28,26,6,1146013,1898337,2014,8/29/14 12:36,41.87702326,-87.73935018
04:07.7,,TRUE,5611306,9749210,HX399000,8/23/14 7:00,012XX W 32ND PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,913,9,11,60,14,1168656,1883216,2014,8/30/14 12:36,41.83506984,-87.65664937
04:07.7,,TRUE,5611307,9755953,HX405647,8/23/14 17:00,062XX W 64TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,812,8,13,64,14,1135855,1861136,2014,8/30/14 12:36,41.77512454,-87.7775316
04:07.7,,TRUE,5611309,9755971,HX405573,8/20/14 16:00,024XX S HALSTED ST,810,THEFT,OVER $500,CONSTRUCTION SITE,FALSE,FALSE,913,9,11,60,6,1171344,1888183,2014,8/29/14 12:36,41.84864119,-87.64664063
04:07.7,,TRUE,5611310,9749802,HX399677,8/23/14 17:45,053XX S MARYLAND AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,233,2,5,41,5,1182853,1869878,2014,8/30/14 12:36,41.79815067,-87.60497176
04:07.7,,TRUE,5611311,9749890,HX399884,8/23/14 7:00,086XX S AVALON AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,412,4,8,45,08B,1186158,1848092,2014,8/30/14 12:36,41.73829044,-87.59353906
